name,tier_num,tier_desc,cost_share_30_day,cost_share_90_day,management,year
AZITHROMYCIN 200 MG/5 ML SUSP,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
AZITHROMYCIN 250 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018
AZITHROMYCIN 250 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018
Azithromycin 500 mg tablet,2,Generic,$13.00 ,$32.50 ,None,2018
Azithromycin 500mg/1 30 FILM COATED TABLETS in BOTTLE,2,Generic,$13.00 ,$32.50 ,None,2018
AZITHROMYCIN 600 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018
AZITHROMYCIN I.V. 500 MG VIAL,4,Non-Preferred Drug,46%,46%,None,2018
AZOPT 1% EYE DROPS,4,Non-Preferred Drug,46%,46%,None,2018
AZTREONAM FOR INJECTION,4,Non-Preferred Drug,46%,46%,None,2018
ABACAVIR 300 MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
Abacavir Sulfate-Lamivudine-Zidovudine tablets [Trizivir],5,Specialty Tier,33%,N/A,None,2018
ABACAVIR-LAMIVUDINE 600-300 MG,5,Specialty Tier,33%,N/A,None,2018
ABELCET INJECTION SUSPENSION 5MG/ML,5,Specialty Tier,33%,N/A,P,2018
ABILIFY MAINTENA ER 300 MG SYR,4,Non-Preferred Drug,46%,46%,Q:1/28Days,2018
ABILIFY MAINTENA ER 300 MG VL,4,Non-Preferred Drug,46%,46%,Q:1/28Days,2018
ABILIFY MAINTENA ER 400 MG SYR,4,Non-Preferred Drug,46%,46%,Q:1/28Days,2018
ABRAXANE 100MG VIAL,5,Specialty Tier,33%,N/A,P,2018
Acamprosate Calcium DR 333 MG tablets [Campral],4,Non-Preferred Drug,46%,46%,None,2018
ACARBOSE 100 MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
ACARBOSE 25 MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
ACARBOSE 50 MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
ACEBUTOLOL 200 MG CAPSULE,2,Generic,$13.00 ,$32.50 ,None,2018
ACEBUTOLOL 400 MG CAPSULE,2,Generic,$13.00 ,$32.50 ,None,2018
ACELLULAR PERTUSSIS VACCINE 50 UNT/ML / DIPHTHERIA TOXOID VACCINE 50 UNT/ML / TETANUS TOXOID VACCINE,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
ACETAMINOP-CODEINE 120-12 MG/5,2,Generic,$13.00 ,$32.50 ,Q:5000/30Days,2018
ACETAMINOPHEN AND CODEINE PHOSPHATE TABLET USP 300MG-15MG (100 CT),2,Generic,$13.00 ,$32.50 ,Q:400/30Days,2018
ACETAMINOPHEN-COD #3 TABLET,2,Generic,$13.00 ,$32.50 ,Q:400/30Days,2018
ACETAMINOPHEN-COD #4 TABLET,2,Generic,$13.00 ,$32.50 ,Q:400/30Days,2018
ACETAZOLAMIDE 125MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
ACETAZOLAMIDE 250MG TABLET (100 CT),3,Preferred Brand,$42.00 ,$105.00 ,None,2018
ACETAZOLAMIDE ER 500 MG CAP,4,Non-Preferred Drug,46%,46%,None,2018
ACETIC ACID 2% EAR SOLUTION,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
ACETYLCYSTEINE 10% VIAL,3,Preferred Brand,$42.00 ,$105.00 ,P,2018
Acetylcysteine 200 MG/ML Inhalant Solution,3,Preferred Brand,$42.00 ,$105.00 ,P,2018
ACITRETIN 10 MG CAPSULE [Soriatane],5,Specialty Tier,33%,N/A,P,2018
ACITRETIN 17.5 MG CAPSULE [Soriatane],5,Specialty Tier,33%,N/A,P,2018
ACITRETIN 25 MG CAPSULE [Soriatane],5,Specialty Tier,33%,N/A,P,2018
ACTHIB VACCINE WITH DILUENT,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
ACTIMMUNE 100 MCG/0.5 ML VIAL,5,Specialty Tier,33%,N/A,P,2018
ACYCLOVIR 200 MG CAPSULE,2,Generic,$13.00 ,$32.50 ,None,2018
ACYCLOVIR 200 MG/5 ML SUSP,4,Non-Preferred Drug,46%,46%,None,2018
ACYCLOVIR 400 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018
ACYCLOVIR 800 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018
Acyclovir sodium 500 mg vial,4,Non-Preferred Drug,46%,46%,P,2018
ADACEL VIAL 2UNT/5UNT,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
ADAGEN 250U/ML VIAL,5,Specialty Tier,33%,N/A,P,2018
ADALIMUMAB 50 MG/ML PREFILLED SYRINGE [HUMIRA],5,Specialty Tier,33%,N/A,P Q:2/28Days,2018
ADCIRCA TABLETS 20MG 60 BOTTLE,5,Specialty Tier,33%,N/A,P Q:60/30Days,2018
ADEFOVIR DIPIVOXIL 10 MG TAB [Hepsera],5,Specialty Tier,33%,N/A,None,2018
ADEMPAS 0.5 MG TABLET,5,Specialty Tier,33%,N/A,P Q:90/30Days,2018
ADEMPAS 1 MG TABLET,5,Specialty Tier,33%,N/A,P Q:90/30Days,2018
ADEMPAS 1.5 MG TABLET,5,Specialty Tier,33%,N/A,P Q:90/30Days,2018
ADEMPAS 2 MG TABLET,5,Specialty Tier,33%,N/A,P Q:90/30Days,2018
ADEMPAS 2.5 MG TABLET,5,Specialty Tier,33%,N/A,P Q:90/30Days,2018
Adriamycin 20 mg/10 ml vial,4,Non-Preferred Drug,46%,46%,P,2018
ADRUCIL 50mg/mL 10 VIAL in 1 TRAY / 10 mL in 1 VIAL,4,Non-Preferred Drug,46%,46%,P,2018
ADVAIR DISKUS MIS 100/50,3,Preferred Brand,$42.00 ,$105.00 ,Q:60/30Days,2018
ADVAIR DISKUS MIS 250/50,3,Preferred Brand,$42.00 ,$105.00 ,Q:60/30Days,2018
ADVAIR DISKUS MIS 500/50,3,Preferred Brand,$42.00 ,$105.00 ,Q:60/30Days,2018
"ADVAIR HFA 230; 21ug/1; ug/1 120 AEROSOL, METERED in 1 INHALER",3,Preferred Brand,$42.00 ,$105.00 ,Q:12/30Days,2018
ADVAIR HFA INHALER 115;21MCG;MCG 120ACTN INHL,3,Preferred Brand,$42.00 ,$105.00 ,Q:12/30Days,2018
ADVAIR HFA INHALER 45;21MCG;MCG 120 ACTN INHL,3,Preferred Brand,$42.00 ,$105.00 ,Q:12/30Days,2018
AFEDITAB CR 30MG TABLET SA,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
AFEDITAB CR 60MG TABLET SA,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
Afinitor 7.5mg/1 28 BLISTER PACK per CARTON / 1 TABLET per BLISTER PACK,5,Specialty Tier,33%,N/A,P Q:30/30Days,2018
AFINITOR DISPERZ 2 MG TABLET,5,Specialty Tier,33%,N/A,P Q:150/30Days,2018
AFINITOR DISPERZ 3 MG TABLET,5,Specialty Tier,33%,N/A,P Q:90/30Days,2018
AFINITOR DISPERZ 5 MG TABLET,5,Specialty Tier,33%,N/A,P Q:60/30Days,2018
AFINITOR TABLETS 10 MG,5,Specialty Tier,33%,N/A,P Q:30/30Days,2018
AFINITOR TABLETS 2.5 MG,5,Specialty Tier,33%,N/A,P Q:30/30Days,2018
AFINITOR TABLETS 5 MG,5,Specialty Tier,33%,N/A,P Q:30/30Days,2018
AGGRENOX 25-200MG CAPSULE,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
Ala-cort 2.5% cream,2,Generic,$13.00 ,$32.50 ,None,2018
ALBENZA 200 MG TABLET,5,Specialty Tier,33%,N/A,None,2018
ALBUTEROL SUL 2.5 MG/3 ML SOLN,2,Generic,$13.00 ,$32.50 ,P,2018
"ALBUTEROL SULFATE 0.75mg/3mL 30 POUCH per CARTON / 1 VIAL, SINGLE-DOSE in 1 POUCH / 3 mL in 1 VIAL",2,Generic,$13.00 ,$32.50 ,P,2018
ALBUTEROL SULFATE 1.25MG/3ML VIAL NEBULIZER,2,Generic,$13.00 ,$32.50 ,P,2018
ALBUTEROL SULFATE 2 MG TAB,4,Non-Preferred Drug,46%,46%,None,2018
ALBUTEROL SULFATE 4 MG TAB,4,Non-Preferred Drug,46%,46%,None,2018
ALBUTEROL SULFATE INHALATION SOLUTION 0.5% 20ML BOTDR,2,Generic,$13.00 ,$32.50 ,P,2018
ALBUTEROL SULFATE SYRUP 2MG/5ML 16 FLO BOT,2,Generic,$13.00 ,$32.50 ,None,2018
ALCLOMETASONE DIPR 0.05% OINT,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
ALCLOMETASONE DIPRO 0.05% CRM,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
ALDURAZYME 2.9MG/5ML VIAL,5,Specialty Tier,33%,N/A,P,2018
ALECENSA 150 MG CAPSULE,5,Specialty Tier,33%,N/A,P,2018
ALENDRONATE SODIUM 10 MG TAB,1,Preferred Generic,$3.00 ,$0.00 ,None,2018
ALENDRONATE SODIUM 35 MG TABLET,1,Preferred Generic,$3.00 ,$0.00 ,None,2018
ALENDRONATE SODIUM 40 MG TABLET,1,Preferred Generic,$3.00 ,$0.00 ,None,2018
ALENDRONATE SODIUM 70 MG TAB,1,Preferred Generic,$3.00 ,$0.00 ,None,2018
Alendronic acid 5 MG Oral Tablet,1,Preferred Generic,$3.00 ,$0.00 ,None,2018
ALFUZOSIN HCL ER 10 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018
ALIMTA 500MG VIAL,5,Specialty Tier,33%,N/A,P,2018
ALINIA 100 MG/5 ML SUSPENSION,5,Specialty Tier,33%,N/A,None,2018
ALINIA 500 MG TABLET,5,Specialty Tier,33%,N/A,None,2018
ALLOPURINOL 100 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018
ALLOPURINOL 300 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018
ALOSETRON HCL 0.5 MG TABLET [Lotronex],5,Specialty Tier,33%,N/A,P,2018
ALOSETRON HCL 1 MG TABLET [Lotronex],5,Specialty Tier,33%,N/A,P,2018
ALPHAGAN P 0.1% DROPS,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
ALPHAGAN P 0.15% EYE DROPS,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
ALPRAZOLAM 0.25 MG TABLET,2,Generic,$13.00 ,$32.50 ,Q:480/30Days,2018
ALPRAZOLAM 0.5 MG TABLET,2,Generic,$13.00 ,$32.50 ,Q:240/30Days,2018
ALPRAZOLAM 1 MG TABLET,2,Generic,$13.00 ,$32.50 ,Q:120/30Days,2018
ALPRAZOLAM 2 MG TABLET,2,Generic,$13.00 ,$32.50 ,Q:150/30Days,2018
ALREX 0.2% EYE DROPS,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
ALUNBRIG 30 MG TABLET,5,Specialty Tier,33%,N/A,P,2018
ALYACEN 1-35-28 TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
AMANTADINE 100 MG TABLET,4,Non-Preferred Drug,46%,46%,None,2018
AMANTADINE 100MG CAPSULE,3,Preferred Brand,$42.00 ,$105.00 ,Q:120/30Days,2018
AMANTADINE 50 MG/5 ML SOLUTION,2,Generic,$13.00 ,$32.50 ,None,2018
AMBISOME 50MG VIAL,5,Specialty Tier,33%,N/A,P,2018
AMIKACIN SULF 500 MG/2 ML VIAL,4,Non-Preferred Drug,46%,46%,None,2018
AMILORIDE HCL 5 MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
AMILORIDE HCL-HCTZ 5-50 MG TAB,2,Generic,$13.00 ,$32.50 ,None,2018
Amino acids 4.25% in dextrose 10%  Injectable Solution [Clinimix 4.25/10],4,Non-Preferred Drug,46%,46%,P,2018
Amino acids 4.25% in dextrose 20%  Injectable Solution [Clinimix 4.25/20],4,Non-Preferred Drug,46%,46%,P,2018
Amino acids 4.25% in dextrose 5% Injectable Solution [Clinimix 4.25/5],4,Non-Preferred Drug,46%,46%,P,2018
Aminophylline 25 MG/ML 10 ML Injection,4,Non-Preferred Drug,46%,46%,None,2018
AMINOSYN 7%-ELECTROLYTE SOL,4,Non-Preferred Drug,46%,46%,P,2018
AMINOSYN HBC INJECTION SULFITE FREE 7%,4,Non-Preferred Drug,46%,46%,P,2018
AMINOSYN II 10% SOL 6X2000 ML,4,Non-Preferred Drug,46%,46%,P,2018
AMINOSYN II 7% IV SOLUTION,4,Non-Preferred Drug,46%,46%,P,2018
AMINOSYN II 8.5% ELECTROLYT,4,Non-Preferred Drug,46%,46%,P,2018
AMINOSYN II 8.5% ELECTROLYT,4,Non-Preferred Drug,46%,46%,P,2018
AMINOSYN PF INJECTION,4,Non-Preferred Drug,46%,46%,P,2018
AMINOSYN WITH ELECTROLYTES SULFITE FREE INJECTION 8.5%,4,Non-Preferred Drug,46%,46%,P,2018
AMINOSYN-PF 7% IV SOLUTION,4,Non-Preferred Drug,46%,46%,P,2018
AMINOSYN-RF 5.2% IV SOLUTION,4,Non-Preferred Drug,46%,46%,P,2018
Amiodarone hcl 100 mg tablet,4,Non-Preferred Drug,46%,46%,None,2018
AMIODARONE HCL 200 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018
AMIODARONE HCL 400 MG TABLET,4,Non-Preferred Drug,46%,46%,None,2018
Amiodarone hydrochloride 50 MG/ML in 3 ML Injection,4,Non-Preferred Drug,46%,46%,None,2018
AMITIZA 8MCG CAPSULE,3,Preferred Brand,$42.00 ,$105.00 ,Q:60/30Days,2018
AMITIZA CAPSULES 24MCG 60 CAP BOT,3,Preferred Brand,$42.00 ,$105.00 ,Q:60/30Days,2018
AMITRIPTYLINE HCL 10 MG TAB,4,Non-Preferred Drug,46%,46%,None,2018
AMITRIPTYLINE HCL 100 MG TAB,4,Non-Preferred Drug,46%,46%,None,2018
AMITRIPTYLINE HCL 150 MG TAB,4,Non-Preferred Drug,46%,46%,None,2018
AMITRIPTYLINE HCL 25 MG TAB,4,Non-Preferred Drug,46%,46%,None,2018
AMITRIPTYLINE HCL 50 MG TAB,4,Non-Preferred Drug,46%,46%,None,2018
AMITRIPTYLINE HCL 75 MG TAB,4,Non-Preferred Drug,46%,46%,None,2018
AMLODIPINE BESYLATE 10 MG TAB,1,Preferred Generic,$3.00 ,$0.00 ,None,2018
AMLODIPINE BESYLATE 2.5 MG TAB,1,Preferred Generic,$3.00 ,$0.00 ,None,2018
AMLODIPINE BESYLATE 5 MG TAB,1,Preferred Generic,$3.00 ,$0.00 ,None,2018
AMLODIPINE BESYLATE-BENAZEPRIL 10MG-20MG CAPSULE,2,Generic,$13.00 ,$32.50 ,None,2018
AMLODIPINE BESYLATE-BENAZEPRIL 5-10MG CAPSULE,2,Generic,$13.00 ,$32.50 ,None,2018
AMLODIPINE BESYLATE-BENAZEPRIL 5MG-20MG CAPSULE,2,Generic,$13.00 ,$32.50 ,None,2018
AMLODIPINE-BENAZEPRIL 10-40 MG,2,Generic,$13.00 ,$32.50 ,None,2018
AMLODIPINE-BENAZEPRIL 2.5-10,2,Generic,$13.00 ,$32.50 ,None,2018
AMLODIPINE-BENAZEPRIL 5-40 MG,2,Generic,$13.00 ,$32.50 ,None,2018
AMLODIPINE-OLMESARTAN 10-20 MG [Azor],2,Generic,$13.00 ,$32.50 ,None,2018
AMLODIPINE-OLMESARTAN 10-40 MG [Azor],2,Generic,$13.00 ,$32.50 ,None,2018
AMLODIPINE-OLMESARTAN 5-20 MG [Azor],2,Generic,$13.00 ,$32.50 ,None,2018
AMLODIPINE-OLMESARTAN 5-40 MG [Azor],2,Generic,$13.00 ,$32.50 ,None,2018
AMLODIPINE-VALSARTAN 10-160 MG,2,Generic,$13.00 ,$32.50 ,None,2018
AMLODIPINE-VALSARTAN 10-320 MG,2,Generic,$13.00 ,$32.50 ,None,2018
AMLODIPINE-VALSARTAN 5-160 MG,2,Generic,$13.00 ,$32.50 ,None,2018
AMLODIPINE-VALSARTAN 5-320 MG,2,Generic,$13.00 ,$32.50 ,None,2018
AMMONIUM LACTATE 12% CREAM,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
AMMONIUM LACTATE 12% LOTION,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
AMOX TR-POTASSIUM CLAVULANATE 200-28.5MG TABLET CHEWABLE,4,Non-Preferred Drug,46%,46%,None,2018
AMOX TR-POTASSIUM CLAVULANATE 250-125MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018
AMOX TR-POTASSIUM CLAVULANATE 400-57MG TABLET CHEWABLE,4,Non-Preferred Drug,46%,46%,None,2018
AMOX TR-POTASSIUM CLAVULANATE 400-57MG/5 SUSPENSION RECONSTITUTED ORAL,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
AMOX-CLAV 200-28.5 MG/5 ML SUS,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
AMOX-CLAV 250-62.5 MG/5 ML SUS,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
AMOX-CLAV 500-125 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018
AMOX-CLAV 600-42.9 MG/5 ML SUS,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
AMOX-CLAV 875-125 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018
AMOXAPINE 100MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
AMOXAPINE 150MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
AMOXAPINE 25MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
AMOXAPINE 50MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
AMOXICILLIN 125 MG/5 ML SUSP,2,Generic,$13.00 ,$32.50 ,None,2018
AMOXICILLIN 125MG TABLET CHEW,2,Generic,$13.00 ,$32.50 ,None,2018
AMOXICILLIN 200 MG/5 ML SUSP,2,Generic,$13.00 ,$32.50 ,None,2018
AMOXICILLIN 250 MG CAPSULE,2,Generic,$13.00 ,$32.50 ,None,2018
AMOXICILLIN 250 MG TAB CHEW,2,Generic,$13.00 ,$32.50 ,None,2018
AMOXICILLIN 250 MG/5 ML SUSP,2,Generic,$13.00 ,$32.50 ,None,2018
AMOXICILLIN 400 MG/5 ML SUSP,2,Generic,$13.00 ,$32.50 ,None,2018
AMOXICILLIN 500 MG CAPSULE,2,Generic,$13.00 ,$32.50 ,None,2018
AMOXICILLIN 500 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018
AMOXICILLIN 875 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018
AMOXICILLIN AND CLAVULANATE POTASSIUM TABLETS EXTENDED RELEASE 1000;62.5MG;MG,4,Non-Preferred Drug,46%,46%,None,2018
AMPHETAMINE SALT COMBO 12.5MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,Q:144/30Days,2018
AMPHETAMINE SALT COMBO 15MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,Q:120/30Days,2018
AMPHETAMINE SALT COMBO 7.5MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,Q:240/30Days,2018
amphotericin b 50mg/10mL 10 mL in 1 VIAL,4,Non-Preferred Drug,46%,46%,P,2018
Ampicillin 1000 MG / Sulbactam 500 MG Injection,4,Non-Preferred Drug,46%,46%,None,2018
Ampicillin 1000 MG Injection,4,Non-Preferred Drug,46%,46%,None,2018
"Ampicillin 125mg/1 10 VIAL, GLASS in 1 PACKAGE / 1 INJECTION, POWDER, FOR SOLUTION in 1 VIAL, GLASS",4,Non-Preferred Drug,46%,46%,None,2018
Ampicillin 2000 MG / Sulbactam 1000 MG Injection,4,Non-Preferred Drug,46%,46%,None,2018
AMPICILLIN 250 MG CAPSULE,2,Generic,$13.00 ,$32.50 ,None,2018
AMPICILLIN 500 MG CAPSULE,2,Generic,$13.00 ,$32.50 ,None,2018
AMPICILLIN FOR INJECTION POWDER,4,Non-Preferred Drug,46%,46%,None,2018
AMPICILLIN FOR ORAL SUSPENSION 125MG 100ML BOT,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
AMPICILLIN FOR ORAL SUSPENSION 250MG 100ML BOT,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
AMPICILLIN-SULBACTAM 15 GM VIAL,4,Non-Preferred Drug,46%,46%,None,2018
AMPYRA ER 10 MG TABLET,5,Specialty Tier,33%,N/A,P,2018
ANADROL-50 TABLET,5,Specialty Tier,33%,N/A,P,2018
Anagrelide Hydrochloride 0.5mg/1 100 CAPSULE BOTTLE,4,Non-Preferred Drug,46%,46%,None,2018
Anagrelide Hydrochloride 1mg/1 100 CAPSULE BOTTLE,4,Non-Preferred Drug,46%,46%,None,2018
ANASTROZOLE 1 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018
ANDRODERM 2 MG/24HR PATCH,4,Non-Preferred Drug,46%,46%,P Q:30/30Days,2018
ANDRODERM 4 MG/24HR PATCH,4,Non-Preferred Drug,46%,46%,P Q:30/30Days,2018
ANORO ELLIPTA 62.5-25 MCG INH,3,Preferred Brand,$42.00 ,$105.00 ,Q:60/30Days,2018
APOKYN 30 MG/3 ML CARTRIDGE,5,Specialty Tier,33%,N/A,P,2018
APREPITANT 125 MG CAPSULE [Emend],4,Non-Preferred Drug,46%,46%,P,2018
APREPITANT 125-80-80 MG PACK [Emend],4,Non-Preferred Drug,46%,46%,P,2018
APREPITANT 40 MG CAPSULE [Emend],4,Non-Preferred Drug,46%,46%,P,2018
APREPITANT 80 MG CAPSULE [Emend],4,Non-Preferred Drug,46%,46%,P,2018
APRI 0.15-0.03 TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
APRISO CP24,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
APTIOM 200 MG TABLET,4,Non-Preferred Drug,46%,46%,Q:180/30Days,2018
APTIOM 400 MG TABLET,4,Non-Preferred Drug,46%,46%,Q:90/30Days,2018
APTIOM 600 MG TABLET,4,Non-Preferred Drug,46%,46%,Q:60/30Days,2018
APTIOM 800 MG TABLET,4,Non-Preferred Drug,46%,46%,Q:60/30Days,2018
APTIVUS 250MG CAPSULE,5,Specialty Tier,33%,N/A,None,2018
APTIVUS ORAL SOLUTION 100MG/ML 95 ML BOT,5,Specialty Tier,33%,N/A,None,2018
ARALAST NP 500 MG VIAL,5,Specialty Tier,33%,N/A,P,2018
ARANELLE 7-9-5 TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
ARCALYST INJECTION 220MG/VIAL,5,Specialty Tier,33%,N/A,P,2018
ARIPIPRAZOLE 10 MG TABLET [Abilify],4,Non-Preferred Drug,46%,46%,Q:30/30Days,2018
ARIPIPRAZOLE 15 MG TABLET [Abilify],4,Non-Preferred Drug,46%,46%,Q:30/30Days,2018
ARIPIPRAZOLE 2 MG TABLET [Abilify],4,Non-Preferred Drug,46%,46%,Q:30/30Days,2018
ARIPIPRAZOLE 20 MG TABLET [Abilify],4,Non-Preferred Drug,46%,46%,Q:30/30Days,2018
ARIPIPRAZOLE 30 MG TABLET [Abilify],4,Non-Preferred Drug,46%,46%,Q:30/30Days,2018
ARIPIPRAZOLE 5 MG TABLET [Abilify],4,Non-Preferred Drug,46%,46%,Q:30/30Days,2018
ARIPIPRAZOLE ODT 10 MG TABLET [Abilify],5,Specialty Tier,33%,N/A,Q:60/30Days,2018
ARIPIPRAZOLE ODT 15 MG TABLET [Abilify],5,Specialty Tier,33%,N/A,Q:60/30Days,2018
ARISTADA ER 1064 MG/3.9 ML SYR,4,Non-Preferred Drug,46%,46%,Q:4/56Days,2018
ARISTADA ER 441 MG/1.6 ML SYRN,4,Non-Preferred Drug,46%,46%,Q:2/28Days,2018
ARISTADA ER 662 MG/2.4 ML SYRN,4,Non-Preferred Drug,46%,46%,Q:2/28Days,2018
ARISTADA ER 882 MG/3.2 ML SYRN,4,Non-Preferred Drug,46%,46%,Q:3/28Days,2018
Armodafinil 150 MG TABLET [NUVIGIL],4,Non-Preferred Drug,46%,46%,P Q:60/30Days,2018
Armodafinil 200 MG Oral Tablet [NUVIGIL],4,Non-Preferred Drug,46%,46%,P Q:30/30Days,2018
Armodafinil 250 MG TABLET [NUVIGIL],4,Non-Preferred Drug,46%,46%,P Q:30/30Days,2018
Armodafinil 50 MG TABLET [NUVIGIL],4,Non-Preferred Drug,46%,46%,P Q:150/30Days,2018
ARNUITY ELLIPTA 100 MCG INH,4,Non-Preferred Drug,46%,46%,Q:30/30Days,2018
ARNUITY ELLIPTA 200 MCG INH,4,Non-Preferred Drug,46%,46%,Q:30/30Days,2018
ASACOL HD DR 800 MG TABLET,4,Non-Preferred Drug,46%,46%,None,2018
ATENOLOL 100 MG TABLET,1,Preferred Generic,$3.00 ,$0.00 ,None,2018
ATENOLOL 25 MG TABLET,1,Preferred Generic,$3.00 ,$0.00 ,None,2018
ATENOLOL 50 MG TABLET,1,Preferred Generic,$3.00 ,$0.00 ,None,2018
ATENOLOL-CHLORTHALIDONE 100-25,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
ATENOLOL/CHLORTHALIDONE TABLET 50-25MG (100 CT),3,Preferred Brand,$42.00 ,$105.00 ,None,2018
Atomoxetine 10 MG Oral Capsule [Strattera],4,Non-Preferred Drug,46%,46%,Q:120/30Days,2018
Atomoxetine 100 MG Oral Capsule [Strattera],4,Non-Preferred Drug,46%,46%,Q:30/30Days,2018
Atomoxetine 18 MG Oral Capsule [Strattera],4,Non-Preferred Drug,46%,46%,Q:120/30Days,2018
Atomoxetine 25 MG Oral Capsule [Strattera],4,Non-Preferred Drug,46%,46%,Q:120/30Days,2018
Atomoxetine 40 MG Oral Capsule [Strattera],4,Non-Preferred Drug,46%,46%,Q:60/30Days,2018
Atomoxetine 60 MG Oral Capsule [Strattera],4,Non-Preferred Drug,46%,46%,Q:30/30Days,2018
Atomoxetine 80 MG Oral Capsule [Strattera],4,Non-Preferred Drug,46%,46%,Q:30/30Days,2018
ATORVASTATIN 10 MG TABLET [Lipitor],1,Preferred Generic,$3.00 ,$0.00 ,None,2018
ATORVASTATIN 20 MG TABLET [Lipitor],1,Preferred Generic,$3.00 ,$0.00 ,None,2018
ATORVASTATIN 40 MG TABLET [Lipitor],1,Preferred Generic,$3.00 ,$0.00 ,None,2018
ATORVASTATIN 80 MG TABLET [Lipitor],1,Preferred Generic,$3.00 ,$0.00 ,None,2018
ATOVAQUONE 750 MG/5 ML SUSP [Mepron],5,Specialty Tier,33%,N/A,None,2018
Atovaquone-Proguanil 250; 100mg/1; mg/1 [Malarone],4,Non-Preferred Drug,46%,46%,None,2018
Atovaquone-Proguanil 62.5-25 [Malarone],4,Non-Preferred Drug,46%,46%,None,2018
"Atripla 600; 200; 300mg/1; mg/1; mg/1 30 FILM COATED TABLETS in BOTTLE, PLASTIC",5,Specialty Tier,33%,N/A,None,2018
ATROVENT HFA AER 17MCG,4,Non-Preferred Drug,46%,46%,Q:26/30Days,2018
AUBRA-28 TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
AURYXIA 210 MG TABLET,4,Non-Preferred Drug,46%,46%,Q:360/30Days,2018
AVASTIN 100MG/4ML VIAL,5,Specialty Tier,33%,N/A,P,2018
AVASTIN 400 MG/16 ML VIAL,5,Specialty Tier,33%,N/A,P,2018
AVIANE 0.1-0.02 TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018
AVITA 0.025% CREAM,4,Non-Preferred Drug,46%,46%,P,2018
AVITA 0.025% GEL,4,Non-Preferred Drug,46%,46%,P,2018
Azacitidine 100 mg vial [Vidaza],5,Specialty Tier,33%,N/A,P,2018
AZACTAM INJECTION 1GM/50ML,4,Non-Preferred Drug,46%,46%,None,2018
AZACTAM INJECTION 2GM/50ML,4,Non-Preferred Drug,46%,46%,None,2018
