"","name","tier_num_2013","tier_num_2014","tier_num_2015","tier_num_2016","tier_num_2017","tier_num_2018","tier_diff_2013_2018"
"287","BYETTA 5MCG/0.02ML PEN INJ",1,1,0,0,0,0,-1
"288","CALCIPOTRIENE 50UG/G 60 G IN 1 CARTON",1,0,0,0,0,0,-1
"289","CALCIPOTRIENE TOPICAL SOLUTION",1,1,1,1,1,0,-1
"290","CALCITRIOL 0.25MCG CAPSULE",1,1,1,1,1,0,-1
"291","CALCITRIOL 0.5MCG CAPSULE",1,1,1,1,0,0,-1
"292","CALCITRIOL INJ 1MCG/ML",1,1,0,0,0,0,-1
"293","CAMILA 0.35MG TABLET",1,1,1,1,0,0,-1
"294","CAMPATH INJECTION 30 MG/ML",1,0,0,0,0,0,-1
"295","CAMPRAL 333MG/1 180 TABLET, DELAYED RELEASE IN 1 BOTTLE",1,0,0,0,0,0,-1
"296","CANASA RECTAL SUPPOSITORIES 1000MG 30 BOX",1,1,1,1,0,0,-1
"297","CAPASTAT SULFATE 1G/1 1 INJECTION, POWDER, FOR SOLUTION IN 1 CARTON",1,0,0,0,0,0,-1
"298","CAPITAL W/CODEINE ORAL SUSP",1,0,0,0,0,0,-1
"299","CAPRELSA 100MG/1 30 TABLET BOTTLE, PLASTIC",1,1,0,0,0,0,-1
"300","CAPRELSA 300MG/1 30 TABLET BOTTLE, PLASTIC",1,1,0,0,0,0,-1
"301","CARAC CRE 0.5%",1,0,0,0,0,0,-1
"302","CARBAGLU 200MG/1 5 TABLET BOTTLE",1,1,1,1,1,0,-1
"303","CARBAMAZEPINE 100MG, CHEWABLE 100 TABLET BOTTLE",1,1,1,1,1,0,-1
"304","CARBAMAZEPINE TABLET USP 200MG (1000 CT)",1,1,1,1,1,0,-1
"305","CARBATROL 100MG/1 120 CAPSULE, EXTENDED RELEASE IN 1 BOTTLE",1,1,1,1,0,0,-1
"306","CARBATROL 200MG CAPSULE SA",1,1,1,1,0,0,-1
"307","CARBATROL 300MG CAPSULE SA",1,1,1,1,0,0,-1
"308","CARBIDOPA-LEVODOPA ER 25-100 TAB",1,0,0,0,0,0,-1
"309","CARBIDOPA-LEVODOPA ER 50-200 TAB",1,0,0,0,0,0,-1
"310","CARBIDOPA/LEVO 10/100 TABLET",1,1,1,1,0,0,-1
"311","CARBIDOPA/LEVO 25/100 TABLET",1,1,1,1,0,0,-1
"312","CARBIDOPA/LEVO 25/250 TABLET",1,1,1,1,0,0,-1
"313","CARBOPLATIN 10MG/ML",1,1,1,1,1,0,-1
"314","CARIMUNE NF 3GM VIAL",1,0,0,0,0,0,-1
"315","CARISOPRODOL AND ASPIRIN TABLETS USP 325;200MG;MG 100 BOTPL",1,1,0,0,0,0,-1
"316","CARISOPRODOL ASPIRIN AND CODEINE PHOSPHATE TABLETS USP 325;200;16MG;MG;MG 100 BOTPL",1,1,0,0,0,0,-1
"317","CARISOPRODOL TABLET USP 350MG (100 CT)",1,1,1,1,1,0,-1
"318","CARNITOR 1GM/5ML VIAL",1,1,0,0,0,0,-1
"319","CARTEOLOL HCL OPHTHALMIC SOLUTION USP 1% 15ML BOT",1,1,1,1,1,0,-1
"320","CARTIA XT 300MG CAPSULE SR 24 HR",1,1,1,1,1,0,-1
"321","CARVEDILOL 12.5MG/1 100 FILM COATED TABLETS IN BOTTLE, PLASTIC",1,1,0,0,0,0,-1
"322","CARVEDILOL 25MG/1 100 FILM COATED TABLETS IN BOTTLE, PLASTIC",1,1,0,0,0,0,-1
"323","CARVEDILOL 3.125MG/1 100 FILM COATED TABLETS IN BOTTLE, PLASTIC",1,1,0,0,0,0,-1
"324","CARVEDILOL 6.25MG/1 100 FILM COATED TABLETS IN BOTTLE, PLASTIC",1,1,0,0,0,0,-1
"325","CAYSTON KIT",1,0,0,0,0,0,-1
"326","CEENU 100MG CAPSULE",1,0,0,0,0,0,-1
"327","CEENU 10MG CAPSULE",1,1,0,0,0,0,-1
"328","CEENU 40MG CAPSULE",1,1,0,0,0,0,-1
"329","CEFADROXIL 1G TABLET",1,1,1,1,1,0,-1
"330","CEFADROXIL 500MG/1 100 CAPSULE IN 1 BOTTLE",1,0,0,0,0,0,-1
"331","CEFADROXIL 500MG/5ML",1,1,1,1,1,0,-1
"332","CEFADROXIL FOR ORAL SUSPENSION 250MG/5ML 100ML BOT",1,1,0,0,0,0,-1
"333","CEFAZOLIN 1 GM VIAL",1,1,1,1,1,0,-1
"334","CEFAZOLIN 10G/1 10 INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION IN 1 PACKAGE",1,1,1,1,1,0,-1
"335","CEFAZOLIN 1GM/D5W BAG",1,1,1,1,0,0,-1
"336","CEFAZOLIN FOR INJECTION",1,0,0,0,0,0,-1
"337","CEFDINIR 250MG/5ML SUSPENSION RECONSTITUTED ORAL",1,1,1,1,1,0,-1
"338","CEFDINIR CAPSULES 300MG (60 CT)",1,1,1,1,1,0,-1
"339","CEFDINIR FOR ORAL SUSPENSION 125MG/5ML (100 CT)",1,1,1,1,1,0,-1
"340","CEFEPIME INJ 1GM 20ML APX 10X1G VIAL",1,1,1,1,1,0,-1
"341","CEFOTAXIME 1G/1 25 INJECTION IN 1 PACKAGE",1,0,0,0,0,0,-1
"342","CEFOTAXIME FOR INJECTION",1,0,0,0,0,0,-1
"343","CEFOTAXIME FOR INJECTION 2GM 25 VIAL",1,0,0,0,0,0,-1
"344","CEFOTETAN 10 GM SOLR",1,1,1,1,0,0,-1
"345","CEFOXITIN 1G/1 10 POWDER IN 1 CARTON",1,0,0,0,0,0,-1
"346","CEFOXITIN 2G/1 10 POWDER IN 1 CARTON",1,0,0,0,0,0,-1
"347","CEFOXITIN FOR INJECTION 1 GM/50ML",1,1,1,1,0,0,-1
"348","CEFOXITIN FOR INJECTION 2MG/50ML 50 ML BOT",1,1,1,1,0,0,-1
"349","CEFOXITIN FOR INJECTION SOLUTION",1,1,1,1,1,0,-1
"350","CEFPODOXIME PROXETIL FILM COATED TABLET 100MG (20 CT)",1,1,1,1,1,0,-1
"351","CEFPROZIL 250MG/1 100 FILM COATED TABLETS IN BOTTLE",1,1,0,0,0,0,-1
"352","CEFPROZIL TABLETS 500MG 100 BOT",1,1,1,1,1,0,-1
"353","CEFTAZIDIME 1G/1 25 VIAL IN 1 CARTON / 1 INJECTION, POWDER, FOR SOLUTION IN 1 VIAL",1,0,0,0,0,0,-1
"354","CEFTAZIDIME AND DEXTROSE 1G/50ML 24 CONTAINER IN 1 CASE / 50 ML IN 1 CONTAINER",1,1,1,1,0,0,-1
"355","CEFTAZIDIME AND DEXTROSE 2G/50ML 24 CONTAINER IN 1 CASE / 50 ML IN 1 CONTAINER",1,1,1,1,0,0,-1
"356","CEFTAZIDIME FOR INJECTION 6GM/VIAL 6 X 6 CRTN",1,1,1,1,1,0,-1
"357","CEFTRIAXONE FOR INJECTION",2,2,2,2,2,1,-1
"358","CEFTRIAXONE SODIUM 500MG/1",1,1,0,0,0,0,-1
"359","CEFUROXIME AXETIL 250MG/1",1,1,0,0,0,0,-1
"360","CELLCEPT 200MG/ML ORAL SUSP",1,1,0,0,0,0,-1
"361","CELLCEPT 500MG TABLET",1,1,0,0,0,0,-1
"362","CELLCEPT CAPSULES 250MG (500 CT)",1,1,0,0,0,0,-1
"363","CELLCEPT IV INJ 500MG",1,1,0,0,0,0,-1
"364","CELONTIN 300MG KAPSEAL",1,1,0,0,0,0,-1
"365","CEPHALEXIN 125MG/5ML 200 ML IN 1 BOTTLE",1,1,1,1,1,0,-1
"366","CEPHALEXIN 250MG CAPSULE",1,1,0,0,0,0,-1
"367","CEPHALEXIN 250MG TABLET",1,1,0,0,0,0,-1
"368","CEPHALEXIN 250MG/5ML ORAL SUSP",1,1,0,0,0,0,-1
"369","CEPHALEXIN 500MG TABLET",1,1,0,0,0,0,-1
"370","CEPHALEXIN CAPSULES 500MG (500 CT)",1,1,0,0,0,0,-1
"371","CEREZYME INJ 200UNIT",1,1,0,0,0,0,-1
"372","CERUBIDINE 20MG VIAL",1,0,0,0,0,0,-1
"373","CETIRIZINE HCL 5MG/5ML",1,0,0,0,0,0,-1
"374","CHANTIX 0.5MG TABLET",1,1,0,0,0,0,-1
"375","CHANTIX 1 KIT IN 1 CARTON",1,0,0,0,0,0,-1
"376","CHANTIX 1MG TABLET",1,1,0,0,0,0,-1
"377","CHEMET 100MG CAPSULE",1,0,0,0,0,0,-1
"378","CHENODAL 250MG/1 100 FILM COATED TABLETS IN BOTTLE, PLASTIC",1,1,0,0,0,0,-1
"379","CHLORAMPHEN NA SUCC 1GM VL",1,1,1,1,1,0,-1
"380","CHLORHEXIDINE GLUCONATE 0.12% MOUTHWASH",1,1,1,1,0,0,-1
"381","CHLOROQUINE PH 500MG TABLET",1,1,0,0,0,0,-1
"382","CHLOROQUINE PHOSPHATE 250MG TABLET (50 CT)",1,1,0,0,0,0,-1
"383","CHLOROTHIAZIDE 250MG TABLET",1,0,0,0,0,0,-1
"384","CHLOROTHIAZIDE 500MG TABLET",1,1,0,0,0,0,-1
"385","CHLOROTHIAZIDE SODIUM FOR INJECTION 500MG/VIAL",1,1,1,1,1,0,-1
"386","CHLORPROMAZINE 10MG TABLET",1,1,0,0,0,0,-1
"387","CHLORPROMAZINE 25MG TABLET",1,1,0,0,0,0,-1
"388","CHLORPROMAZINE 25MG/ML AMP",1,1,0,0,0,0,-1
"389","CHLORPROMAZINE HCL 200MG TABLET",1,1,0,0,0,0,-1
"390","CHLORPROMAZINE HYDROCHLORIDE 100MG SUGAR COATED 1000 TABLET BOTTLE",1,1,1,1,1,0,-1
"391","CHLORTHALIDONE 25MG TABLET (100 CT)",1,1,0,0,0,0,-1
"392","CHLORTHALIDONE 50MG TABLET (1000 CT)",1,1,0,0,0,0,-1
"393","CHOLESTYRAMINE LIGHT POWDER FOR ORAL SUSPENSION",1,1,1,1,1,0,-1
"394","CICLOPIROX 1ML/100ML 1 BOTTLE IN 1 CARTON / 120 ML IN 1 BOTTLE",1,0,0,0,0,0,-1
"395","CICLOPIROX 7.7MG/ML 60 ML IN 1 BOTTLE",1,1,1,0,0,0,-1
"396","CICLOPIROX 8% TOPICAL SOLUTION NAIL LACQUER 6.6ML BOT",1,1,0,0,0,0,-1
"397","CICLOPIROX GEL",1,1,1,1,1,0,-1
"398","CICLOPIROX OLAMINE 7.7MG/G 1 TUBE IN 1 TUBE / 15 G IN 1 TUBE",1,1,1,1,1,0,-1
"399","CILOSTAZOL 50MG/1 60 TABLET BOTTLE",1,1,1,1,1,0,-1
"400","CILOSTAZOL TABLET 100MG (60 CT)",1,1,1,1,1,0,-1
"401","CIMETIDINE 150MG/ML VIAL",1,0,0,0,0,0,-1
"402","CIMETIDINE TABLETS",1,0,0,0,0,0,-1
"403","CIMZIA 2 KIT IN 1 CARTON / 1 KIT IN 1 KIT",1,0,0,0,0,0,-1
"404","CIMZIA 200 MG/ML SYRINGE KIT",1,0,0,0,0,0,-1
"405","CIPROFLOXACIN 250MG TABLET (100 CT)",1,1,0,0,0,0,-1
"406","CIPROFLOXACIN 400MG/40ML 1 VIAL IN 1 CARTON / 40 ML IN 1 VIAL",1,0,0,0,0,0,-1
"407","CIPROFLOXACIN 500MG TABLET",1,0,0,0,0,0,-1
"408","CIPROFLOXACIN AND DEXTROSE 2MG/ML 24 BAG IN 1 CASE / 100 ML IN 1 BAG",1,1,1,1,1,0,-1
"409","CIPROFLOXACIN HCL 100MG TABLET",1,1,0,0,0,0,-1
"410","CIPROFLOXACIN TABLETS 750MG 100 BOT",1,1,0,0,0,0,-1
"411","CISPLATIN 100MG/100ML 1 VIAL IN 1 CARTON / 100 ML IN 1 VIAL",1,0,0,0,0,0,-1
"412","CITALOPRAM HBR ORAL SOLUTION 10MG 240ML BOTPL",1,1,0,0,0,0,-1
"413","CITALOPRAM HYDROBROMIDE TABLETS 40MG 30 BOT",1,1,0,0,0,0,-1
"414","CITOLOPRAM HBR 10MG TABLET (100 CT)",1,1,0,0,0,0,-1
"415","CLADRIBINE 1MG/ML VIAL",1,0,0,0,0,0,-1
"416","CLARITHROMYCIN 250MG TABLET",1,1,0,0,0,0,-1
"417","CLARITHROMYCIN 500MG TABLET",1,1,0,0,0,0,-1
"418","CLARITHROMYCIN ER 500MG TABLET (60 CT)",1,1,0,0,0,0,-1
"419","CLEOCIN 300MG/D5W/GALAXY",1,1,0,0,0,0,-1
"420","CLEOCIN 600MG/D5W/GALAXY",1,1,0,0,0,0,-1
"421","CLEOCIN 900MG/D5W/GALAXY",1,1,0,0,0,0,-1
"422","CLINDAMYCIN 150MG/ML ADDVAN",1,1,0,0,0,0,-1
"423","CLINDAMYCIN HCL 150MG CAPSULE",1,1,0,0,0,0,-1
"424","CLINDAMYCIN HYDROCHLORIDE 75MG/1 200 CAPSULE IN 1 BOTTLE",1,0,0,0,0,0,-1
"425","CLINDAMYCIN HYDROCHLORIDE CAPSULES",1,0,0,0,0,0,-1
"426","CLINDAMYCIN PHOSPHATE 10MG/ML 1 BOTTLE IN 1 CARTON / 60 ML IN 1 BOTTLE",1,0,0,0,0,0,-1
"427","CLINDAMYCIN PHOSPHATE AND BENZOYL PEROXIDE 1 KIT",1,1,1,1,0,0,-1
"428","CLINIMIX 4.25/10 SOLUTION",1,1,1,1,1,0,-1
"429","CLINIMIX 4.25/20 SOLUTION",1,1,1,1,1,0,-1
"430","CLINIMIX 4.25/5 SOLUTION",1,1,1,1,1,0,-1
"431","CLINIMIX E 5/20 SOLUTION",1,1,1,1,1,0,-1
"432","CLINIMIX E 5/25 SOLUTION",1,1,1,1,1,0,-1
"433","CLOBETASOL 0.05% OINTMENT",1,1,1,1,1,0,-1
"434","CLOBETASOL E 0.05% CREAM",1,1,1,1,1,0,-1
"435","CLOBETASOL PROPIONATE 0.4625MG/ML 1 BOTTLE IN 1 CARTON / 50 ML IN 1 BOTTLE",1,0,0,0,0,0,-1
"436","CLOBETASOL PROPIONATE 0.5MG/G 1 CAN IN 1 CARTON / 100 G IN 1 CAN",1,0,0,0,0,0,-1
"437","CLOBETASOL PROPIONATE GEL .05% 60 GM TUBE",1,1,1,1,1,0,-1
"438","CLOLAR 1MG/ML VIAL",1,1,0,0,0,0,-1
"439","CLOMIPRAMINE HCL 25MG CAPSULE",1,1,1,1,1,0,-1
"440","CLOMIPRAMINE HCL 50MG CAPSULE",1,1,1,1,1,0,-1
"441","CLOMIPRAMINE HCL 75MG CAPSULE",1,1,1,1,1,0,-1
"442","CLONAZEPAM 0.125MG/1 10 BLISTER PACK IN 1 CARTON / 6 TABLET, ORALLY DISINTEGRATING IN 1 BLISTER PAC",1,0,0,0,0,0,-1
"443","CLONAZEPAM 0.25MG/1 10 BLISTER PACK IN 1 CARTON / 6 TABLET, ORALLY DISINTEGRATING IN 1 BLISTER PACK",1,0,0,0,0,0,-1
"444","CLONAZEPAM 0.5MG/1 10 BLISTER PACK IN 1 CARTON / 6 TABLET, ORALLY DISINTEGRATING IN 1 BLISTER PACK",1,0,0,0,0,0,-1
"445","CLONAZEPAM 1MG/1 10 BLISTER PACK IN 1 CARTON / 6 TABLET, ORALLY DISINTEGRATING IN 1 BLISTER PACK",1,0,0,0,0,0,-1
"446","CLONAZEPAM 1MG/1 90 TABLET BOTTLE, PLASTIC",1,1,1,1,0,0,-1
"447","CLONAZEPAM 2MG/1 10 BLISTER PACK IN 1 CARTON / 6 TABLET, ORALLY DISINTEGRATING IN 1 BLISTER PACK",1,0,0,0,0,0,-1
"448","CLONIDINE 0.1MG/D 4 POUCH IN 1 CARTON / 1 PATCH IN 1 POUCH / 7 D IN 1 PATCH",1,0,0,0,0,0,-1
"449","CLONIDINE 0.2MG/D 4 POUCH IN 1 CARTON / 1 PATCH IN 1 POUCH / 7 D IN 1 PATCH",1,0,0,0,0,0,-1
"450","CLONIDINE 0.3MG/D 4 POUCH IN 1 CARTON / 1 PATCH IN 1 POUCH / 7 D IN 1 PATCH",1,0,0,0,0,0,-1
"451","CLONIDINE HCL 0.2MG TABLET (500 CT)",1,1,1,1,1,0,-1
"452","CLONIDINE HCL TABLET 0.1MG (500 CT)",1,1,1,0,0,0,-1
"453","CLONIDINE HCL TABLET 0.3MG (100 CT)",1,1,1,1,1,0,-1
"454","CLOPIDOGREL 300 MG TABLET",1,1,0,0,0,0,-1
"455","CLOPIDOGREL TAB 75MG",1,1,0,0,0,0,-1
"456","CLORAZEPATE DIPOTASSIUM 3.75MG/1 500 TABLET BOTTLE, PLASTIC",1,1,1,1,1,0,-1
"457","CLORAZEPATE DIPOTASSIUM 7.5MG/1 500 TABLET BOTTLE, PLASTIC",1,1,1,1,1,0,-1
"458","CLORPRES 0.1-15 TABLET",1,1,1,1,1,0,-1
"459","CLORPRES 0.2-15 TABLET",1,1,1,1,1,0,-1
"460","CLORPRES 0.3-15 TABLET",1,1,1,1,1,0,-1
"461","CLOTRIMAZOLE 10MG TROCHE",1,1,1,1,1,0,-1
"462","CLOTRIMAZOLE SOLUTION TOPICAL 1% 30ML BOTPL",1,1,1,1,0,0,-1
"463","CLOTRIMAZOLE-BETAMETHASONE 1-0.05% LOTION",1,1,1,1,1,0,-1
"464","CLOZAPINE 100MG/1 100 TABLET BOTTLE",1,1,1,1,1,0,-1
"465","CLOZAPINE 200MG TABLET (500 CT)",1,1,1,1,1,0,-1
"466","CLOZAPINE 25MG TABLET (100 CT)",1,1,1,1,1,0,-1
"467","CLOZAPINE 50MG TABLET (500 CT)",1,1,1,1,1,0,-1
"468","CODEINE SULFATE 30 MG TABLET 3100",1,1,1,1,0,0,-1
"469","CODEINE SULFATE 60MG/1 100 TABLET BOTTLE",1,1,1,1,0,0,-1
"470","CODEINE SULFATE TABLETS",1,0,0,0,0,0,-1
"471","COLISTIMETHATE 150MG/2ML 1 VIAL IN 1 CARTON / 2 ML IN 1 VIAL",1,0,0,0,0,0,-1
"472","COLLAGENASE SANTYL OINTMENT 250UNT 30GM TUBE",1,1,1,0,0,0,-1
"473","COLY MYCIN M FOR INJECTION 150MG/VIAL 5 ML VIALSD",1,1,0,0,0,0,-1
"474","COMTAN 200MG TABLET",1,0,0,0,0,0,-1
"475","COMVAX VACCINE VIAL",1,1,1,0,0,0,-1
"476","CORTIFOAM RECTAL FOAM",1,1,1,0,0,0,-1
"477","CORTISONE ACETATE 25MG TABLET (100 CT)",1,1,0,0,0,0,-1
"478","COSMEGEN 0.5MG VIAL",1,0,0,0,0,0,-1
"479","COUMADIN 1MG TABLET",1,1,0,0,0,0,-1
"480","COUMADIN 2.5MG TABLET",1,1,1,1,1,0,-1
"481","COUMADIN 3MG/1 1 BOTTLE IN 1 CARTON / 100 TABLET BOTTLE",1,0,0,0,0,0,-1
"482","COUMADIN 4MG/1 100 TABLET IN 1 BLISTER PACK",1,0,0,0,0,0,-1
"483","COUMADIN 5MG VIAL",1,1,0,0,0,0,-1
"484","COVERA-HS 180MG SA TABLET",1,0,0,0,0,0,-1
"485","COVERA-HS 240MG SA TABLET",1,0,0,0,0,0,-1
"486","CREON 256.11MG/1 1 BOTTLE IN 1 CARTON / 70 CAPSULE, DELAYED RELEASE IN 1 BOTTLE",1,0,0,0,0,0,-1
"487","CRESTOR 10MG TABLET",1,1,1,1,0,0,-1
"488","CRESTOR 20MG TABLET",1,1,1,1,0,0,-1
"489","CRESTOR 40MG/1 30 FILM COATED TABLETS IN BOTTLE, PLASTIC",1,1,1,1,0,0,-1
"490","CRESTOR 5MG TABLET",1,1,1,1,0,0,-1
"491","CRIXIVAN 400MG/1 90 CAPSULE IN 1 BOTTLE",1,0,0,0,0,0,-1
"492","CROMOLYN NEBULIZER SOLUTION",1,0,0,0,0,0,-1
"493","CUBICIN 500MG VIAL",1,1,1,1,1,0,-1
"494","CYCLAFEM 1/35 6 BLISTER PACK IN 1 CARTON / 1 KIT IN 1 BLISTER PACK",1,0,0,0,0,0,-1
"495","CYCLAFEM 7/7/7 6 BLISTER PACK IN 1 CARTON / 1 KIT IN 1 BLISTER PACK",1,0,0,0,0,0,-1
"496","CYCLOPHOSPHAMIDE 25MG TABLET",1,1,0,0,0,0,-1
"497","CYCLOPHOSPHAMIDE 50MG TABLET",1,1,0,0,0,0,-1
"498","CYCLOSPORINE 100MG/1 30 BLISTER PACK IN 1 CARTON / 1 CAPSULE, LIQUID FILLED IN 1 BLISTER PACK",1,0,0,0,0,0,-1
"499","CYCLOSPORINE 25MG/1 30 BLISTER PACK IN 1 CARTON / 1 CAPSULE, LIQUID FILLED IN 1 BLISTER PACK",1,0,0,0,0,0,-1
"500","CYCLOSPORINE 50MG/1 30 BLISTER PACK IN 1 CARTON / 1 CAPSULE, LIQUID FILLED IN 1 BLISTER PACK",1,0,0,0,0,0,-1
"501","CYCLOSPORINE 50MG/ML 10 VIAL IN 1 BOX / 5 ML IN 1 VIAL",1,0,0,0,0,0,-1
"502","CYKLOKAPRON 100MG/ML AMPUL",1,1,1,1,1,0,-1
"503","CYMBALTA 20MG CAPSULE",1,1,0,0,0,0,-1
"504","CYMBALTA 60MG/1 1000 CAPSULE, DELAYED RELEASE IN 1 BOTTLE",1,1,0,0,0,0,-1
"505","CYMBALTA CAPSULES DELAYED RELEASE 30MG (30 CT)",1,1,0,0,0,0,-1
"506","CYSTADANE POWDER FOR ORAL SOLUTION 180GM",1,1,1,1,0,0,-1
"507","CYTARABINE 20MG/ML VIAL",1,1,1,1,1,0,-1
"508","CYTARABINE 500MG VIAL",1,1,0,0,0,0,-1
"509","CYTARABINE SOLUTION INJECTION 100MG 20ML VIALSD",1,1,1,1,1,0,-1
"510","CYTOMEL 25MCG TABLET",1,1,1,1,1,0,-1
"511","CYTOMEL 50MCG TABLET",1,1,1,1,1,0,-1
"512","CYTOMEL 5MCG TABLET",1,1,1,1,1,0,-1
"513","CYTOVENE IV INJECTION",1,1,1,0,0,0,-1
"514","DACARBAZINE 200MG VIAL",1,1,1,1,1,0,-1
"515","DACOGEN FOR INJECTION",1,0,0,0,0,0,-1
"516","DANAZOL CAPSULES USP 200MG (100 CT)",1,1,1,1,1,0,-1
"517","DARAPRIM 25MG/1 100 TABLET BOTTLE",1,1,0,0,0,0,-1
"518","DAUNORUBICIN HYDROCHLORIDE 5MG/ML 10 VIAL IN 1 CARTON / 4 ML IN 1 VIAL",1,0,0,0,0,0,-1
"519","DAYTRANA PATCH 1.1 MG/HR",1,1,0,0,0,0,-1
"520","DAYTRANA PATCH 1.6 MG/HR",1,1,0,0,0,0,-1
"521","DAYTRANA PATCH 2.2 MG/HR",1,1,0,0,0,0,-1
"522","DAYTRANA PATCH 3.3 MG/HR",1,1,0,0,0,0,-1
"523","DECAVAC VACCINE 2;5 UNT/0.5 ML",1,0,0,0,0,0,-1
"524","DEGARELIX INJ",1,0,0,0,0,0,-1
"525","DEMECLOCYCLINE HCL 150MG TABLET",1,1,1,1,1,0,-1
"526","DEMECLOCYCLINE HCL 300MG TABLET",1,1,1,1,1,0,-1
"527","DESIPRAMINE 50MG TABLET",1,1,1,1,1,0,-1
"528","DESIPRAMINE HYDROCHLORIDE TABLETS",1,0,0,0,0,0,-1
"529","DESMOPRESSIN AC 4MCG/ML VL",1,1,1,1,0,0,-1
"530","DESMOPRESSIN ACETATE 0.1MG TABLET",1,1,1,1,0,0,-1
"531","DESMOPRESSIN ACETATE TABLET 0.2MG (100 CT)",1,1,1,1,0,0,-1
"532","DESONIDE 0.05% OINTMENT",1,1,1,1,1,0,-1
"533","DESONIDE 0.5MG/G 1 TUBE IN 1 TUBE / 60 G IN 1 TUBE",1,1,1,1,0,0,-1
"534","DESONIDE 0.5MG/G 114.1 G IN 1 BOTTLE, PLASTIC",1,1,1,1,1,0,-1
"535","DESOXIMETASONE 2.5MG/G 1 TUBE IN 1 CARTON / 60 G IN 1 TUBE",1,0,0,0,0,0,-1
"536","DESOXIMETASONE 2.5MG/G 1 TUBE IN 1 TUBE / 60 G IN 1 TUBE",1,1,1,1,1,0,-1
"537","DEXAMETHASONE SODIUM PHOSPHATE 0.1% DROPS",1,1,1,0,0,0,-1
"538","DEXRAZOXANE 500MG VIAL",1,0,0,0,0,0,-1
"539","DEXTROAMPHETAMINE 10MG TABLET",1,1,1,1,1,0,-1
"540","DEXTROAMPHETAMINE SULFATE CAPSULES EXTENDED RELEASED 15MG 100 CAPSULES BOT",1,1,1,1,0,0,-1
"541","DEXTROAMPHETAMINE SULFATE CAPSULES SUSTAINED RELEASE 5MG 100 CAPSULES BOT",1,1,1,1,0,0,-1
"542","DEXTROAMPHETAMINE SULFATE CAPSULES SUSTAINED RELEASED 10MG 100 CAPSULES BOT",1,1,1,1,0,0,-1
"543","DEXTROSE 10%-1/4NS IV TUBEX",1,1,1,1,1,0,-1
"544","DEXTROSE 2.5%-1/2NS IV SOLUTION",1,1,1,1,1,0,-1
"545","DEXTROSE AND SODIUM CHLORIDE 5; 0.9G/100ML; G/100ML 24 CONTAINER IN 1 CASE / 250 ML IN 1 CONTAINER",1,1,0,0,0,0,-1
"546","DEXTROSE IN LACTATED RINGERS 0.02; 5; 0.03; 0.6; 0.31G 12 CONTAINER IN 1 CASE",1,0,0,0,0,0,-1
"547","DEXTROSE IN SODIUM CHLORIDE INJECTION",2,2,2,2,2,1,-1
"548","DEXTROSE INJECTION 10 250ML X 24 BOTPL",1,1,0,0,0,0,-1
"549","DIAZEPAM 10MG/1 500 TABLET BOTTLE, PLASTIC",1,1,1,1,0,0,-1
"550","DIAZEPAM 10MG/2ML 2 SYRINGE, PLASTIC IN 1 PACKAGE / 2 ML IN 1 SYRINGE, PLASTIC",1,1,1,1,0,0,-1
"551","DIAZEPAM 2.5MG/0.5ML 2 SYRINGE, PLASTIC IN 1 PACKAGE / 0.5 ML IN 1 SYRINGE, PLASTIC",1,1,1,1,0,0,-1
"552","DIAZEPAM 20MG/4ML 2 SYRINGE, PLASTIC IN 1 PACKAGE / 4 ML IN 1 SYRINGE, PLASTIC",1,1,1,1,0,0,-1
"553","DIAZEPAM 2MG/1 100 TABLET BOTTLE",1,1,1,1,1,0,-1
"554","DIAZEPAM 5MG/1 100 TABLET BOTTLE",1,1,1,1,1,0,-1
"555","DIAZEPAM INTENSOL 5MG/ML 1 BOTTLE, DROPPER IN 1 CARTON / 30 ML IN 1 BOTTLE, DROPPER",1,0,0,0,0,0,-1
"556","DICLOFENAC 25MG TABLET EC",1,1,1,1,1,0,-1
"557","DICLOFENAC POTASSIUM 50MG TABLET (500 CT)",1,1,1,1,1,0,-1
"558","DICLOFENAC SODIUM 0.1% DROPS",1,1,1,1,1,0,-1
"559","DICLOFENAC SODIUM 100MG/1 100 TABLET, FILM COATED, EXTENDED RELEASE IN 1 BOTTLE, PLASTIC",1,1,1,1,1,0,-1
"560","DICLOFENAC SODIUM 50MG TABLET DELAYED RELEASE (100 CT)",1,1,1,1,1,0,-1
"561","DICLOFENAC SODIUM 75MG/1 1000 TABLET, DELAYED RELEASE IN 1 BOTTLE",1,1,1,1,1,0,-1
"562","DICYCLOMINE 10MG CAPSULE",1,1,1,1,1,0,-1
"563","DICYCLOMINE HCL 20MG TABLET (500 CT)",1,1,1,1,1,0,-1
"564","DIDANOSINE 250MG/1 30 CAPSULE, DELAYED RELEASE PELLETS IN 1 BOTTLE",1,1,1,1,1,0,-1
"565","DIDANOSINE 400MG CAPSULE DELAYED RELEASE",1,1,1,1,1,0,-1
"566","DIFICID 200MG/1 1 BOTTLE IN 1 CARTON / 20 FILM COATED TABLETS IN BOTTLE",1,0,0,0,0,0,-1
"567","DIFLORASONE 0.05% CREAM",1,0,0,0,0,0,-1
"568","DIFLORASONE 0.05% OINTMENT",1,0,0,0,0,0,-1
"569","DIFLUNISAL 500MG TABLET",1,1,1,1,1,0,-1
"570","DIGOXIN 250UG 100 TABLET BOTTLE",1,1,1,1,1,0,-1
