name,tier_num,tier_desc,cost_share_30_day,cost_share_90_day,management,year
ARIPIPRAZOLE 30 MG TABLET [ABILIFY],4,Non-Preferred Drug,46%,46%,Q:30/30Days,2018-01-01T00:00:00Z
ARIPIPRAZOLE 5 MG TABLET [ABILIFY],4,Non-Preferred Drug,46%,46%,Q:30/30Days,2018-01-01T00:00:00Z
ARIPIPRAZOLE ODT 10 MG TABLET [ABILIFY],5,Specialty Tier,33%,N/A,Q:60/30Days,2018-01-01T00:00:00Z
ARIPIPRAZOLE ODT 15 MG TABLET [ABILIFY],5,Specialty Tier,33%,N/A,Q:60/30Days,2018-01-01T00:00:00Z
ARISTADA ER 1064 MG/3.9 ML SYR,4,Non-Preferred Drug,46%,46%,Q:4/56Days,2018-01-01T00:00:00Z
ARISTADA ER 441 MG/1.6 ML SYRN,4,Non-Preferred Drug,46%,46%,Q:2/28Days,2018-01-01T00:00:00Z
ARISTADA ER 662 MG/2.4 ML SYRN,4,Non-Preferred Drug,46%,46%,Q:2/28Days,2018-01-01T00:00:00Z
ARISTADA ER 882 MG/3.2 ML SYRN,4,Non-Preferred Drug,46%,46%,Q:3/28Days,2018-01-01T00:00:00Z
ARMODAFINIL 150 MG TABLET [NUVIGIL],4,Non-Preferred Drug,46%,46%,P Q:60/30Days,2018-01-01T00:00:00Z
ARMODAFINIL 200 MG ORAL TABLET [NUVIGIL],4,Non-Preferred Drug,46%,46%,P Q:30/30Days,2018-01-01T00:00:00Z
ARMODAFINIL 250 MG TABLET [NUVIGIL],4,Non-Preferred Drug,46%,46%,P Q:30/30Days,2018-01-01T00:00:00Z
ARMODAFINIL 50 MG TABLET [NUVIGIL],4,Non-Preferred Drug,46%,46%,P Q:150/30Days,2018-01-01T00:00:00Z
ARNUITY ELLIPTA 100 MCG INH,4,Non-Preferred Drug,46%,46%,Q:30/30Days,2018-01-01T00:00:00Z
ARNUITY ELLIPTA 200 MCG INH,4,Non-Preferred Drug,46%,46%,Q:30/30Days,2018-01-01T00:00:00Z
ASACOL HD DR 800 MG TABLET,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
ATENOLOL 100 MG TABLET,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
ATENOLOL 25 MG TABLET,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
ATENOLOL 50 MG TABLET,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
ATENOLOL-CHLORTHALIDONE 100-25,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
ATENOLOL/CHLORTHALIDONE TABLET 50-25MG (100 CT),3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
ATOMOXETINE 10 MG ORAL CAPSULE [STRATTERA],4,Non-Preferred Drug,46%,46%,Q:120/30Days,2018-01-01T00:00:00Z
ATOMOXETINE 100 MG ORAL CAPSULE [STRATTERA],4,Non-Preferred Drug,46%,46%,Q:30/30Days,2018-01-01T00:00:00Z
ATOMOXETINE 18 MG ORAL CAPSULE [STRATTERA],4,Non-Preferred Drug,46%,46%,Q:120/30Days,2018-01-01T00:00:00Z
ATOMOXETINE 25 MG ORAL CAPSULE [STRATTERA],4,Non-Preferred Drug,46%,46%,Q:120/30Days,2018-01-01T00:00:00Z
ATOMOXETINE 40 MG ORAL CAPSULE [STRATTERA],4,Non-Preferred Drug,46%,46%,Q:60/30Days,2018-01-01T00:00:00Z
ATOMOXETINE 60 MG ORAL CAPSULE [STRATTERA],4,Non-Preferred Drug,46%,46%,Q:30/30Days,2018-01-01T00:00:00Z
ATOMOXETINE 80 MG ORAL CAPSULE [STRATTERA],4,Non-Preferred Drug,46%,46%,Q:30/30Days,2018-01-01T00:00:00Z
ATORVASTATIN 10 MG TABLET [LIPITOR],1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
ATORVASTATIN 20 MG TABLET [LIPITOR],1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
ATORVASTATIN 40 MG TABLET [LIPITOR],1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
ATORVASTATIN 80 MG TABLET [LIPITOR],1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
ATOVAQUONE 750 MG/5 ML SUSP [MEPRON],5,Specialty Tier,33%,N/A,None,2018-01-01T00:00:00Z
ATOVAQUONE-PROGUANIL 250; 100MG/1; MG/1 [MALARONE],4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
ATOVAQUONE-PROGUANIL 62.5-25 [MALARONE],4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
"ATRIPLA 600; 200; 300MG/1; MG/1; MG/1 30 FILM COATED TABLETS IN BOTTLE, PLASTIC",5,Specialty Tier,33%,N/A,None,2018-01-01T00:00:00Z
ATROVENT HFA AER 17MCG,4,Non-Preferred Drug,46%,46%,Q:26/30Days,2018-01-01T00:00:00Z
AUBRA-28 TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
AURYXIA 210 MG TABLET,4,Non-Preferred Drug,46%,46%,Q:360/30Days,2018-01-01T00:00:00Z
AVASTIN 100MG/4ML VIAL,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
AVASTIN 400 MG/16 ML VIAL,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
AVIANE 0.1-0.02 TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
AVITA 0.025% CREAM,4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
AVITA 0.025% GEL,4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
AZACITIDINE 100 MG VIAL [VIDAZA],5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
AZACTAM INJECTION 1GM/50ML,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
AZACTAM INJECTION 2GM/50ML,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
AZATHIOPRINE 50 MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,P,2018-01-01T00:00:00Z
AZATHIOPRINE SODIUM 100 MG VIAL,4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
AZELASTINE 0.15% NASAL SPRAY,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
AZELASTINE 137 MCG NASAL SPRAY,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
AZELASTINE HCL 0.05% DROPS,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
AZITHROMYCIN 1 GM PWD PACKET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
AZITHROMYCIN 100 MG/5 ML SUSP,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
AZITHROMYCIN 200 MG/5 ML SUSP,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
AZITHROMYCIN 250 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
AZITHROMYCIN 250 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
AZITHROMYCIN 500 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
AZITHROMYCIN 500MG/1 30 FILM COATED TABLETS IN BOTTLE,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
AZITHROMYCIN 600 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
AZITHROMYCIN I.V. 500 MG VIAL,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
AZOPT 1% EYE DROPS,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
AZTREONAM FOR INJECTION,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
ABACAVIR 300 MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
ABACAVIR SULFATE-LAMIVUDINE-ZIDOVUDINE TABLETS [TRIZIVIR],5,Specialty Tier,33%,N/A,None,2018-01-01T00:00:00Z
ABACAVIR-LAMIVUDINE 600-300 MG,5,Specialty Tier,33%,N/A,None,2018-01-01T00:00:00Z
ABELCET INJECTION SUSPENSION 5MG/ML,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
ABILIFY MAINTENA ER 300 MG SYR,4,Non-Preferred Drug,46%,46%,Q:1/28Days,2018-01-01T00:00:00Z
ABILIFY MAINTENA ER 300 MG VL,4,Non-Preferred Drug,46%,46%,Q:1/28Days,2018-01-01T00:00:00Z
ABILIFY MAINTENA ER 400 MG SYR,4,Non-Preferred Drug,46%,46%,Q:1/28Days,2018-01-01T00:00:00Z
ABRAXANE 100MG VIAL,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
ACAMPROSATE CALCIUM DR 333 MG TABLETS [CAMPRAL],4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
ACARBOSE 100 MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
ACARBOSE 25 MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
ACARBOSE 50 MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
ACEBUTOLOL 200 MG CAPSULE,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
ACEBUTOLOL 400 MG CAPSULE,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
ACELLULAR PERTUSSIS VACCINE 50 UNT/ML / DIPHTHERIA TOXOID VACCINE 50 UNT/ML / TETANUS TOXOID VACCINE,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
ACETAMINOP-CODEINE 120-12 MG/5,2,Generic,$13.00 ,$32.50 ,Q:5000/30Days,2018-01-01T00:00:00Z
ACETAMINOPHEN AND CODEINE PHOSPHATE TABLET USP 300MG-15MG (100 CT),2,Generic,$13.00 ,$32.50 ,Q:400/30Days,2018-01-01T00:00:00Z
ACETAMINOPHEN-COD #3 TABLET,2,Generic,$13.00 ,$32.50 ,Q:400/30Days,2018-01-01T00:00:00Z
ACETAMINOPHEN-COD #4 TABLET,2,Generic,$13.00 ,$32.50 ,Q:400/30Days,2018-01-01T00:00:00Z
ACETAZOLAMIDE 125MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
ACETAZOLAMIDE 250MG TABLET (100 CT),3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
ACETAZOLAMIDE ER 500 MG CAP,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
ACETIC ACID 2% EAR SOLUTION,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
ACETYLCYSTEINE 10% VIAL,3,Preferred Brand,$42.00 ,$105.00 ,P,2018-01-01T00:00:00Z
ACETYLCYSTEINE 200 MG/ML INHALANT SOLUTION,3,Preferred Brand,$42.00 ,$105.00 ,P,2018-01-01T00:00:00Z
ACITRETIN 10 MG CAPSULE [SORIATANE],5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
ACITRETIN 17.5 MG CAPSULE [SORIATANE],5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
ACITRETIN 25 MG CAPSULE [SORIATANE],5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
ACTHIB VACCINE WITH DILUENT,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
ACTIMMUNE 100 MCG/0.5 ML VIAL,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
ACYCLOVIR 200 MG CAPSULE,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
ACYCLOVIR 200 MG/5 ML SUSP,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
ACYCLOVIR 400 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
ACYCLOVIR 800 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
ACYCLOVIR SODIUM 500 MG VIAL,4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
ADACEL VIAL 2UNT/5UNT,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
ADAGEN 250U/ML VIAL,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
ADALIMUMAB 50 MG/ML PREFILLED SYRINGE [HUMIRA],5,Specialty Tier,33%,N/A,P Q:2/28Days,2018-01-01T00:00:00Z
ADCIRCA TABLETS 20MG 60 BOTTLE,5,Specialty Tier,33%,N/A,P Q:60/30Days,2018-01-01T00:00:00Z
ADEFOVIR DIPIVOXIL 10 MG TAB [HEPSERA],5,Specialty Tier,33%,N/A,None,2018-01-01T00:00:00Z
ADEMPAS 0.5 MG TABLET,5,Specialty Tier,33%,N/A,P Q:90/30Days,2018-01-01T00:00:00Z
ADEMPAS 1 MG TABLET,5,Specialty Tier,33%,N/A,P Q:90/30Days,2018-01-01T00:00:00Z
ADEMPAS 1.5 MG TABLET,5,Specialty Tier,33%,N/A,P Q:90/30Days,2018-01-01T00:00:00Z
ADEMPAS 2 MG TABLET,5,Specialty Tier,33%,N/A,P Q:90/30Days,2018-01-01T00:00:00Z
ADEMPAS 2.5 MG TABLET,5,Specialty Tier,33%,N/A,P Q:90/30Days,2018-01-01T00:00:00Z
ADRIAMYCIN 20 MG/10 ML VIAL,4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
ADRUCIL 50MG/ML 10 VIAL IN 1 TRAY / 10 ML IN 1 VIAL,4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
ADVAIR DISKUS MIS 100/50,3,Preferred Brand,$42.00 ,$105.00 ,Q:60/30Days,2018-01-01T00:00:00Z
ADVAIR DISKUS MIS 250/50,3,Preferred Brand,$42.00 ,$105.00 ,Q:60/30Days,2018-01-01T00:00:00Z
ADVAIR DISKUS MIS 500/50,3,Preferred Brand,$42.00 ,$105.00 ,Q:60/30Days,2018-01-01T00:00:00Z
"ADVAIR HFA 230; 21UG/1; UG/1 120 AEROSOL, METERED IN 1 INHALER",3,Preferred Brand,$42.00 ,$105.00 ,Q:12/30Days,2018-01-01T00:00:00Z
ADVAIR HFA INHALER 115;21MCG;MCG 120ACTN INHL,3,Preferred Brand,$42.00 ,$105.00 ,Q:12/30Days,2018-01-01T00:00:00Z
ADVAIR HFA INHALER 45;21MCG;MCG 120 ACTN INHL,3,Preferred Brand,$42.00 ,$105.00 ,Q:12/30Days,2018-01-01T00:00:00Z
AFEDITAB CR 30MG TABLET SA,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
AFEDITAB CR 60MG TABLET SA,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
AFINITOR 7.5MG/1 28 BLISTER PACK PER CARTON / 1 TABLET PER BLISTER PACK,5,Specialty Tier,33%,N/A,P Q:30/30Days,2018-01-01T00:00:00Z
AFINITOR DISPERZ 2 MG TABLET,5,Specialty Tier,33%,N/A,P Q:150/30Days,2018-01-01T00:00:00Z
AFINITOR DISPERZ 3 MG TABLET,5,Specialty Tier,33%,N/A,P Q:90/30Days,2018-01-01T00:00:00Z
AFINITOR DISPERZ 5 MG TABLET,5,Specialty Tier,33%,N/A,P Q:60/30Days,2018-01-01T00:00:00Z
AFINITOR TABLETS 10 MG,5,Specialty Tier,33%,N/A,P Q:30/30Days,2018-01-01T00:00:00Z
AFINITOR TABLETS 2.5 MG,5,Specialty Tier,33%,N/A,P Q:30/30Days,2018-01-01T00:00:00Z
AFINITOR TABLETS 5 MG,5,Specialty Tier,33%,N/A,P Q:30/30Days,2018-01-01T00:00:00Z
AGGRENOX 25-200MG CAPSULE,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
ALA-CORT 2.5% CREAM,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
ALBENZA 200 MG TABLET,5,Specialty Tier,33%,N/A,None,2018-01-01T00:00:00Z
ALBUTEROL SUL 2.5 MG/3 ML SOLN,2,Generic,$13.00 ,$32.50 ,P,2018-01-01T00:00:00Z
"ALBUTEROL SULFATE 0.75MG/3ML 30 POUCH PER CARTON / 1 VIAL, SINGLE-DOSE IN 1 POUCH / 3 ML IN 1 VIAL",2,Generic,$13.00 ,$32.50 ,P,2018-01-01T00:00:00Z
ALBUTEROL SULFATE 1.25MG/3ML VIAL NEBULIZER,2,Generic,$13.00 ,$32.50 ,P,2018-01-01T00:00:00Z
ALBUTEROL SULFATE 2 MG TAB,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
ALBUTEROL SULFATE 4 MG TAB,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
ALBUTEROL SULFATE INHALATION SOLUTION 0.5% 20ML BOTDR,2,Generic,$13.00 ,$32.50 ,P,2018-01-01T00:00:00Z
ALBUTEROL SULFATE SYRUP 2MG/5ML 16 FLO BOT,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
ALCLOMETASONE DIPR 0.05% OINT,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
ALCLOMETASONE DIPRO 0.05% CRM,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
ALDURAZYME 2.9MG/5ML VIAL,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
ALECENSA 150 MG CAPSULE,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
ALENDRONATE SODIUM 10 MG TAB,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
ALENDRONATE SODIUM 35 MG TABLET,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
ALENDRONATE SODIUM 40 MG TABLET,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
ALENDRONATE SODIUM 70 MG TAB,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
ALENDRONIC ACID 5 MG ORAL TABLET,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
ALFUZOSIN HCL ER 10 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
ALIMTA 500MG VIAL,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
ALINIA 100 MG/5 ML SUSPENSION,5,Specialty Tier,33%,N/A,None,2018-01-01T00:00:00Z
ALINIA 500 MG TABLET,5,Specialty Tier,33%,N/A,None,2018-01-01T00:00:00Z
ALLOPURINOL 100 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
ALLOPURINOL 300 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
ALOSETRON HCL 0.5 MG TABLET [LOTRONEX],5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
ALOSETRON HCL 1 MG TABLET [LOTRONEX],5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
ALPHAGAN P 0.1% DROPS,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
ALPHAGAN P 0.15% EYE DROPS,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
ALPRAZOLAM 0.25 MG TABLET,2,Generic,$13.00 ,$32.50 ,Q:480/30Days,2018-01-01T00:00:00Z
ALPRAZOLAM 0.5 MG TABLET,2,Generic,$13.00 ,$32.50 ,Q:240/30Days,2018-01-01T00:00:00Z
ALPRAZOLAM 1 MG TABLET,2,Generic,$13.00 ,$32.50 ,Q:120/30Days,2018-01-01T00:00:00Z
ALPRAZOLAM 2 MG TABLET,2,Generic,$13.00 ,$32.50 ,Q:150/30Days,2018-01-01T00:00:00Z
ALREX 0.2% EYE DROPS,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
ALUNBRIG 30 MG TABLET,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
ALYACEN 1-35-28 TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
AMANTADINE 100 MG TABLET,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
AMANTADINE 100MG CAPSULE,3,Preferred Brand,$42.00 ,$105.00 ,Q:120/30Days,2018-01-01T00:00:00Z
AMANTADINE 50 MG/5 ML SOLUTION,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
AMBISOME 50MG VIAL,5,Specialty Tier,33%,N/A,P,2018-01-01T00:00:00Z
AMIKACIN SULF 500 MG/2 ML VIAL,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
AMILORIDE HCL 5 MG TABLET,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
AMILORIDE HCL-HCTZ 5-50 MG TAB,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
AMINO ACIDS 4.25% IN DEXTROSE 10%  INJECTABLE SOLUTION [CLINIMIX 4.25/10],4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
AMINO ACIDS 4.25% IN DEXTROSE 20%  INJECTABLE SOLUTION [CLINIMIX 4.25/20],4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
AMINO ACIDS 4.25% IN DEXTROSE 5% INJECTABLE SOLUTION [CLINIMIX 4.25/5],4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
AMINOPHYLLINE 25 MG/ML 10 ML INJECTION,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
AMINOSYN 7%-ELECTROLYTE SOL,4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
AMINOSYN HBC INJECTION SULFITE FREE 7%,4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
AMINOSYN II 10% SOL 6X2000 ML,4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
AMINOSYN II 7% IV SOLUTION,4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
AMINOSYN II 8.5% ELECTROLYT,4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
AMINOSYN II 8.5% ELECTROLYT,4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
AMINOSYN PF INJECTION,4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
AMINOSYN WITH ELECTROLYTES SULFITE FREE INJECTION 8.5%,4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
AMINOSYN-PF 7% IV SOLUTION,4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
AMINOSYN-RF 5.2% IV SOLUTION,4,Non-Preferred Drug,46%,46%,P,2018-01-01T00:00:00Z
AMIODARONE HCL 100 MG TABLET,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
AMIODARONE HCL 200 MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
AMIODARONE HCL 400 MG TABLET,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
AMIODARONE HYDROCHLORIDE 50 MG/ML IN 3 ML INJECTION,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
AMITIZA 8MCG CAPSULE,3,Preferred Brand,$42.00 ,$105.00 ,Q:60/30Days,2018-01-01T00:00:00Z
AMITIZA CAPSULES 24MCG 60 CAP BOT,3,Preferred Brand,$42.00 ,$105.00 ,Q:60/30Days,2018-01-01T00:00:00Z
AMITRIPTYLINE HCL 10 MG TAB,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
AMITRIPTYLINE HCL 100 MG TAB,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
AMITRIPTYLINE HCL 150 MG TAB,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
AMITRIPTYLINE HCL 25 MG TAB,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
AMITRIPTYLINE HCL 50 MG TAB,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
AMITRIPTYLINE HCL 75 MG TAB,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
AMLODIPINE BESYLATE 10 MG TAB,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
AMLODIPINE BESYLATE 2.5 MG TAB,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
AMLODIPINE BESYLATE 5 MG TAB,1,Preferred Generic,$3.00 ,$0.00 ,None,2018-01-01T00:00:00Z
AMLODIPINE BESYLATE-BENAZEPRIL 10MG-20MG CAPSULE,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
AMLODIPINE BESYLATE-BENAZEPRIL 5-10MG CAPSULE,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
AMLODIPINE BESYLATE-BENAZEPRIL 5MG-20MG CAPSULE,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
AMLODIPINE-BENAZEPRIL 10-40 MG,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
AMLODIPINE-BENAZEPRIL 2.5-10,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
AMLODIPINE-BENAZEPRIL 5-40 MG,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
AMLODIPINE-OLMESARTAN 10-20 MG [AZOR],2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
AMLODIPINE-OLMESARTAN 10-40 MG [AZOR],2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
AMLODIPINE-OLMESARTAN 5-20 MG [AZOR],2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
AMLODIPINE-OLMESARTAN 5-40 MG [AZOR],2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
AMLODIPINE-VALSARTAN 10-160 MG,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
AMLODIPINE-VALSARTAN 10-320 MG,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
AMLODIPINE-VALSARTAN 5-160 MG,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
AMLODIPINE-VALSARTAN 5-320 MG,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
AMMONIUM LACTATE 12% CREAM,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
AMMONIUM LACTATE 12% LOTION,3,Preferred Brand,$42.00 ,$105.00 ,None,2018-01-01T00:00:00Z
AMOX TR-POTASSIUM CLAVULANATE 200-28.5MG TABLET CHEWABLE,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
AMOX TR-POTASSIUM CLAVULANATE 250-125MG TABLET,2,Generic,$13.00 ,$32.50 ,None,2018-01-01T00:00:00Z
AMOX TR-POTASSIUM CLAVULANATE 400-57MG TABLET CHEWABLE,4,Non-Preferred Drug,46%,46%,None,2018-01-01T00:00:00Z
